USER_ID,ITEM_ID,TIMESTAMP
0,13,1552327200
0,23,1553340600
0,35,1555412400
0,49,1562697000
0,65,1563730200
1,67,1557689400
1,19,1561807800
1,47,1562846400
1,43,1564920000
2,43,1545307200
2,47,1548417600
2,31,1553598000
2,43,1554638400
2,71,1556739000
2,35,1557745200
2,61,1561915800
3,79,1552755600
3,43,1559995200
3,66,1562095800
3,25,1564147800
4,17,1554919200
4,67,1555961400
4,59,1563193800
4,65,1564248600
5,83,1560186000
5,83,1561222800
6,83,1557594000
6,17,1558634400
6,29,1561728600
6,13,1564855200
7,48,1552847400
7,1,1554922800
7,77,1555938000
7,77,1559048400
7,17,1562176800
7,48,1563215400
7,23,1565263800
8,29,1557927000
8,17,1560016800
8,12,1561053600
9,65,1557855000
9,25,1560951000
9,47,1565092800
10,12,1559152800
11,49,1559500200
12,29,1557667800
12,67,1562873400
13,48,1564770600
14,13,1557338400
14,59,1558355400
14,17,1559412000
14,1,1560452400
14,5,1561489200
14,73,1562504400
14,53,1563561000
15,35,1559300400
15,12,1560362400
15,13,1562436000
17,29,1552570200
17,59,1553603400
17,5,1554663600
17,47,1560859200
17,53,1561919400
18,53,1558981800
18,12,1561053600
18,61,1562088600
19,53,1550255400
19,23,1551267000
19,12,1556474400
20,49,1560364200
20,48,1564511400
21,49,1555871400
21,19,1556883000
21,66,1557948600
21,23,1562067000
21,29,1564147800
22,5,1545332400
22,53,1546367400
22,71,1550518200
22,29,1552570200
22,13,1554660000
22,48,1555698600
22,71,1556739000
22,66,1558812600
22,53,1559845800
22,67,1560886200
22,43,1563969600
23,55,1546777800
23,13,1551981600
23,83,1554051600
23,59,1555072200
23,55,1557145800
23,12,1564423200
24,61,1549819800
24,48,1550860200
24,19,1551871800
24,61,1553967000
24,35,1554980400
24,77,1558098000
24,19,1565350200
25,48,1546367400
25,53,1549477800
25,66,1552591800
25,73,1554642000
25,61,1557768600
26,48,1554921000
26,0,1559070000
27,67,1552246200
27,77,1554296400
27,23,1558438200
27,59,1559478600
27,23,1562585400
27,17,1564682400
28,66,1558207800
28,12,1560276000
28,5,1561316400
30,31,1560423600
30,12,1562522400
30,65,1564594200
31,71,1555097400
31,17,1556128800
31,17,1557165600
32,12,1558116000
32,49,1564338600
33,48,1562697000
33,61,1563730200
34,66,1548099000
34,83,1549126800
34,65,1550165400
34,35,1555326000
34,59,1558441800
34,0,1560538800
34,79,1561568400
34,65,1562607000
35,71,1562355000
36,17,1563300000
36,48,1565375400
37,48,1551637800
37,73,1552654800
37,43,1560945600
37,77,1561986000
39,23,1549884600
39,48,1553020200
39,59,1556109000
39,66,1559244600
39,59,1561293000
39,61,1562347800
39,25,1563370200
40,66,1552591800
40,43,1554638400
40,83,1556730000
40,73,1557752400
40,29,1558791000
40,73,1559826000
40,29,1565011800
41,35,1563620400
42,47,1555848000
42,61,1557941400
42,66,1561059000
42,59,1562070600
42,23,1563103800
43,53,1560364200
44,66,1561145400
44,67,1563219000
44,23,1565263800
45,1,1549911600
45,53,1550946600
45,47,1551960000
45,25,1557149400
45,23,1558179000
45,12,1564423200
46,49,1552933800
46,23,1554982200
46,43,1560168000
46,71,1562268600
47,17,1547488800
47,31,1549537200
47,17,1558893600
48,47,1560081600
48,66,1561145400
48,25,1562160600
49,55,1548160200
49,47,1549195200
49,53,1552329000
49,25,1557495000
49,77,1559566800
50,79,1554310800
50,29,1555335000
50,65,1557423000
50,83,1562605200
50,66,1563651000
50,5,1564686000
52,12,1559239200
52,66,1562355000
53,53,1554316200
53,83,1562605200
53,5,1563649200
54,83,1553274000
54,29,1557408600
54,66,1560540600
54,48,1564684200
55,23,1553254200
55,67,1556393400
55,83,1558458000
55,17,1564682400
56,49,1554229800
56,1,1559415600
56,77,1560430800
56,12,1563559200
56,61,1564594200
57,73,1553346000
57,35,1559559600
58,77,1548248400
58,1,1554490800
58,48,1555525800
58,43,1560686400
58,71,1562787000
59,43,1550232000
59,79,1552323600
59,25,1554384600
59,79,1555434000
59,61,1557509400
60,47,1562155200
61,12,1545674400
61,73,1547730000
61,31,1548759600
61,29,1551879000
61,23,1554982200
61,79,1558112400
62,31,1552388400
62,12,1557597600
62,61,1558632600
62,48,1560709800
62,29,1563802200
63,73,1550926800
63,19,1551958200
63,53,1554057000
63,77,1557147600
63,31,1559214000
63,25,1560259800
64,67,1563564600
65,31,1552215600
65,0,1553281200
65,0,1554318000
65,61,1560533400
65,79,1562605200
65,77,1564664400
66,48,1558722600
66,0,1560798000
66,29,1564925400
67,66,1561923000
67,25,1565011800
68,65,1557509400
68,31,1558522800
68,47,1559563200
68,29,1561642200
68,1,1562698800
69,29,1551447000
69,73,1553518800
69,59,1556627400
69,67,1557689400
69,49,1562869800
69,79,1563901200
70,55,1553430600
70,71,1554492600
70,66,1556566200
70,67,1557603000
70,35,1558609200
70,13,1559671200
70,1,1563822000
71,5,1560538800
71,66,1562614200
71,0,1563649200
72,65,1547573400
72,73,1559998800
72,77,1562072400
72,53,1565202600
73,73,1555333200
73,66,1558467000
73,65,1560533400
74,65,1552066200
74,53,1555180200
74,5,1563476400
74,19,1564486200
75,73,1557579600
75,79,1558630800
75,1,1560711600
76,43,1549281600
76,1,1550343600
76,59,1551357000
76,73,1552395600
76,61,1558632600
76,23,1560684600
77,77,1551445200
77,43,1553515200
77,53,1554575400
77,12,1556647200
77,71,1557689400
77,49,1558722600
78,17,1558375200
78,79,1559408400
79,61,1561224600
80,47,1551441600
80,13,1553536800
80,83,1554570000
80,31,1555585200
80,67,1563910200
80,23,1564918200
81,53,1553193000
81,66,1555270200
81,66,1556307000
81,35,1558350000
81,17,1561485600
82,79,1549645200
82,59,1554813000
82,47,1556884800
82,67,1565206200
83,35,1547204400
83,0,1549306800
83,66,1551382200
83,67,1552419000
83,13,1553450400
83,77,1555506000
83,61,1556559000
83,53,1561746600
84,19,1561807800
84,35,1562842800
85,59,1555504200
85,79,1562778000
85,19,1564831800
86,12,1550944800
86,29,1551965400
86,83,1554051600
86,31,1555066800
86,17,1557165600
86,31,1559214000
86,65,1560274200
86,29,1562333400
87,19,1548588600
87,53,1552761000
87,47,1554811200
87,31,1556881200
87,29,1557927000
87,73,1559998800
87,59,1562070600
88,19,1556537400
88,31,1557572400
88,59,1563798600
89,67,1549740600
89,83,1551805200
89,73,1556974800
89,59,1565267400
90,48,1549218600
90,1,1552330800
90,23,1554377400
90,65,1559583000
90,73,1560603600
90,73,1564750800
91,48,1548441000
91,12,1549476000
91,61,1550511000
91,77,1555678800
91,0,1556737200
91,49,1558809000
91,61,1560879000
92,71,1556911800
92,65,1560015000
92,29,1561037400
92,77,1562072400
92,35,1563102000
92,79,1565197200
93,13,1557079200
93,5,1559156400
93,25,1561210200
93,47,1562241600
93,65,1563298200
94,65,1556991000
94,53,1561141800
94,61,1563211800
95,79,1557334800
95,31,1558350000
95,19,1562499000
96,47,1562846400
97,49,1549996200
97,83,1551027600
97,43,1552046400
97,43,1553083200
97,35,1554116400
99,73,1550667600
99,48,1551724200
99,79,1555866000
99,23,1563103800
99,71,1565206200
100,13,1555610400
100,66,1558726200
100,66,1560799800
100,83,1563901200
101,25,1549287000
101,23,1559647800
101,35,1561719600
101,43,1564833600
102,83,1549040400
102,79,1550077200
102,53,1552156200
102,29,1558359000
102,71,1559417400
102,83,1560445200
102,48,1563561000
102,31,1564570800
103,71,1552159800
103,71,1556307000
103,71,1557343800
103,66,1564601400
104,83,1553101200
104,61,1554139800
104,0,1555182000
104,35,1559300400
104,1,1560366000
104,13,1561399200
104,83,1562432400
104,43,1563451200
105,19,1559129400
106,23,1564313400
108,66,1555702200
108,71,1558812600
108,59,1559824200
108,73,1560862800
108,17,1565028000
109,29,1563456600
109,48,1564511400
110,1,1553281200
110,5,1554318000
110,31,1556362800
110,48,1559500200
110,23,1564659000
111,5,1551985200
111,49,1553020200
111,12,1554055200
111,71,1556134200
111,17,1558202400
111,31,1561287600
112,25,1552483800
112,1,1555614000
112,55,1558701000
112,59,1560774600
112,1,1562871600
112,29,1564925400
113,79,1550077200
113,35,1551092400
113,77,1558357200
113,23,1559388600
113,1,1560452400
113,35,1561460400
113,71,1562527800
114,19,1558524600
114,61,1559583000
115,65,1557768600
115,65,1562952600
116,1,1551812400
116,71,1559071800
116,19,1562153400
116,1,1563217200
117,25,1558963800
117,31,1561028400
117,47,1562068800
117,67,1563132600
118,48,1549650600
118,1,1552762800
118,5,1553799600
118,12,1557943200
118,47,1559995200
118,31,1561028400
118,5,1562094000
119,53,1559500200
119,47,1560513600
119,65,1562607000
119,29,1564666200
120,23,1548329400
120,66,1550431800
120,1,1553540400
120,43,1554552000
120,53,1561833000
120,25,1563888600
121,77,1556283600
121,43,1560427200
121,66,1561491000
121,43,1562500800
122,55,1558355400
122,12,1561485600
122,77,1563541200
123,77,1554469200
123,5,1558638000
124,66,1549481400
124,61,1550511000
124,66,1551555000
124,35,1556708400
124,67,1558812600
124,49,1563993000
125,29,1551447000
125,1,1553540400
125,29,1557667800
125,5,1558724400
125,29,1561815000
126,65,1558114200
126,49,1563301800
126,55,1565353800
127,77,1548248400
127,31,1553425200
127,71,1555529400
127,23,1557574200
127,66,1559676600
127,67,1561750200
127,67,1562787000
127,17,1564855200
128,66,1545334200
128,49,1546367400
128,47,1548417600
128,35,1558782000
128,0,1560884400
128,29,1561901400
128,65,1563989400
128,66,1565033400
129,47,1552305600
129,29,1555421400
129,25,1556458200
129,73,1559566800
129,31,1560596400
129,71,1561663800
129,17,1562695200
129,49,1564770600
130,66,1549222200
130,13,1552327200
130,65,1557509400
130,73,1558530000
131,1,1561662000
131,23,1562671800
132,53,1552933800
132,1,1555009200
132,67,1557084600
132,35,1564311600
133,59,1560947400
133,19,1561980600
133,61,1563039000
133,48,1564079400
134,55,1556713800
134,17,1557770400
134,43,1558785600
134,25,1561901400
135,47,1556280000
135,1,1557342000
135,12,1563559200
136,47,1553688000
136,65,1556818200
136,83,1557853200
136,59,1560947400
136,17,1562004000
136,53,1564079400
137,48,1559154600
137,55,1561206600
137,43,1562241600
137,59,1565353800
138,35,1555066800
138,1,1562353200
139,47,1552737600
139,59,1561033800
139,31,1565175600
140,71,1557430200
140,66,1559503800
140,53,1562610600
141,5,1561489200
141,43,1563537600
141,66,1564601400
142,25,1558963800
142,71,1561059000
142,48,1563129000
143,5,1554058800
143,48,1555093800
143,53,1557167400
143,67,1558207800
143,53,1559241000
143,53,1561314600
143,23,1563363000
144,13,1552327200
144,55,1555417800
145,43,1554292800
146,31,1561287600
147,12,1558980000
147,61,1560015000
148,25,1559136600
148,47,1561204800
148,71,1563305400
149,47,1552910400
149,0,1557082800
149,53,1561228200
149,66,1562268600
149,13,1563300000
149,79,1565370000
150,71,1552419000
150,66,1553455800
150,67,1554492600
150,67,1555529400
150,23,1556537400
150,65,1559669400
151,19,1559215800
151,43,1561291200
152,48,1562869800
153,13,1556560800
153,61,1560706200
153,43,1561723200
153,12,1564855200
155,83,1561136400
155,61,1565285400
156,55,1555763400
156,77,1556802000
156,79,1558890000
156,49,1562005800
156,29,1563024600
156,5,1564081200
156,13,1565114400
157,1,1558465200
157,12,1560535200
157,73,1562590800
157,65,1563643800
158,35,1558350000
158,55,1561465800
158,23,1562499000
159,61,1553880600
159,79,1556989200
159,61,1558027800
159,55,1563193800
